"Id","Taxon ID","Scientific Name","Common Name","Quantity","Sampling Method","Latitude","Longitude","Location Description","Habitat","Coord Uncertainty m ","Date ","Date to ","Observer name","Organisation Name","Observer Notes","Dataset","Dataset Abstract","Original Datasource","Datasource Abstract","TWPCA","TWPCA Notes","EPBCA","EPBCA Notes","EPBCA Migratory Species","Threatened Species","Significant Species","Introduced Status","Introduced Status Text","Sensitive Status"
"187245",10625,"Dugong dugon","Dugong",,,-13.42186515,136.10008532,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187246",10625,"Dugong dugon","Dugong",,,-13.42186511,136.10838454,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187247",10625,"Dugong dugon","Dugong",,,-13.40016,130.09916,,,,1996-01-24 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187248",10625,"Dugong dugon","Dugong",,,-13.38186565,136.02701236,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187249",10625,"Dugong dugon","Dugong",,,-13.38186562,136.03518298,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187250",10625,"Dugong dugon","Dugong",,,-13.38186559,136.04117502,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187251",10625,"Dugong dugon","Dugong",,,-13.38186539,136.08475238,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187252",10625,"Dugong dugon","Dugong",,,-13.38186485,136.20023272,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187253",10625,"Dugong dugon","Dugong",,,-13.3818648,136.21112711,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187254",10625,"Dugong dugon","Dugong",,,-13.3335643,136.36528071,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187255",10625,"Dugong dugon","Dugong",,,-13.333564,136.43085114,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187256",10625,"Dugong dugon","Dugong",,,-13.33356383,136.46717437,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187257",10625,"Dugong dugon","Dugong",,,-13.32256436,136.36566775,,,,1994-10-02 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187258",10625,"Dugong dugon","Dugong",,,-13.28686561,136.12353323,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187259",10625,"Dugong dugon","Dugong",,,-13.28686547,136.15388513,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187260",10625,"Dugong dugon","Dugong",,,-13.28686525,136.20320713,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187261",10625,"Dugong dugon","Dugong",,,-13.28686501,136.2553747,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187262",10625,"Dugong dugon","Dugong",,,-13.28686487,136.28620089,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187263",10625,"Dugong dugon","Dugong",,,-13.27856636,135.96617158,,,,1993-11-14 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187264",10625,"Dugong dugon","Dugong",,,-13.24186598,136.085535,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187265",10625,"Dugong dugon","Dugong",,,-13.24186558,136.17369031,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187266",10625,"Dugong dugon","Dugong",,,-13.24186498,136.30520828,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187267",10625,"Dugong dugon","Dugong",,,-13.24186469,136.36763175,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187268",10625,"Dugong dugon","Dugong",,,-13.24186366,136.59207026,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187269",10625,"Dugong dugon","Dugong",,,-13.2000000029802,136.133333340287,,,,1999-05-21 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187270",10625,"Dugong dugon","Dugong",,,-13.19856606,136.10915326,,,,1994-11-20 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187271",10625,"Dugong dugon","Dugong",,,-12.9911666870117,136.454666678111,,,,1998-12-11 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187272",10625,"Dugong dugon","Dugong",,,-12.94983,130.023,,,,1996-01-25 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187273",10625,"Dugong dugon","Dugong",,,-12.8000000119209,130.34999999404,,,,2002-11-09 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187274",10625,"Dugong dugon","Dugong",,,-12.6333333333333,130.416666666667,,,,1995-03-27 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187275",10625,"Dugong dugon","Dugong",,,-12.6,130.3335,,,,1996-01-25 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187276",10625,"Dugong dugon","Dugong",,,-12.5218333244324,130.775833320618,,,,1995-03-21 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187277",10625,"Dugong dugon","Dugong",,,-12.4833333194256,130.783333361149,,,,2001-01-06 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187278",10625,"Dugong dugon","Dugong",,,-12.4666666686535,130.816666662693,,,,1999-11-23 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187279",10625,"Dugong dugon","Dugong",,,-12.4499999880791,130.816666662693,,,,1999-07-20 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187280",10625,"Dugong dugon","Dugong",,,-12.441666662693,130.829999983311,,,,2000-03-13 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187537",10625,"Dugong dugon","Dugong",,,-12.36523624,136.16949862,,,,1994-05-24 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187538",10625,"Dugong dugon","Dugong",,,-12.33192612,130.88454662,,,,1988-10-22 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187539",10625,"Dugong dugon","Dugong",,,-12.257,131.9525,,,,1996-01-13 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187281",10625,"Dugong dugon","Dugong",,,-12.433333337307,130.833333313465,,,,2000-08-22 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187282",10625,"Dugong dugon","Dugong",,,-12.433333337307,130.833333313465,,,,2004-04-03 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187283",10625,"Dugong dugon","Dugong",,,-12.4116666793823,130.676666641235,,,,1995-08-17 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187284",10625,"Dugong dugon","Dugong",,,-12.3883333206177,130.843333303928,,,,1999-09-08 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187285",10625,"Dugong dugon","Dugong",,,-12.383333325386,130.833333313465,,,,1999-09-02 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187286",10625,"Dugong dugon","Dugong",,,-12.383333325386,130.841666638851,,,,1999-08-24 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187287",10625,"Dugong dugon","Dugong",,,-12.366666674614,130.866666674614,,,,1999-08-30 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187561",10625,"Dugong dugon","Dugong",,,-11.592,132.09783,,,,1995-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187562",10625,"Dugong dugon","Dugong",,,-11.58025666,132.11953296,,,,1994-04-20 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187563",10625,"Dugong dugon","Dugong",,,-11.5802559,132.29786483,,,,1993-10-01 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187564",10625,"Dugong dugon","Dugong",,,-11.53066,132.15233,,,,1995-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187565",10625,"Dugong dugon","Dugong",,,-11.52692259,132.33953084,,,,1994-04-20 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187566",10625,"Dugong dugon","Dugong",,,-11.51066,130.10016,,,,1995-12-01 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187567",10625,"Dugong dugon","Dugong",,,-11.4835,132.24833,,,,1995-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187568",10625,"Dugong dugon","Dugong",,,-11.43766,132.70016,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187569",10625,"Dugong dugon","Dugong",,,-11.4174999872843,130.691666666667,,,,1996-09-12 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187200",10625,"Dugong dugon","Dugong",,,-14.87522786,135.76618175,,,,1994-05-03 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187201",10625,"Dugong dugon","Dugong",,,-14.87356322,135.37227097,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187202",10625,"Dugong dugon","Dugong",,,-14.83026174,135.68949378,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187203",10625,"Dugong dugon","Dugong",,,-14.83026173,135.69152056,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187204",10625,"Dugong dugon","Dugong",,,-14.83026113,135.8070433,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187205",10625,"Dugong dugon","Dugong",,,-14.78356231,135.60889293,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187206",10625,"Dugong dugon","Dugong",,,-14.69526264,135.60465779,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187207",10625,"Dugong dugon","Dugong",,,-14.5585634,135.54963871,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187208",10625,"Dugong dugon","Dugong",,,-14.55856339,135.55212798,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187209",10625,"Dugong dugon","Dugong",,,-14.51356337,135.5869293,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187210",10625,"Dugong dugon","Dugong",,,-14.51356299,135.66186335,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187211",10625,"Dugong dugon","Dugong",,,-14.51356283,135.69489352,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187212",10625,"Dugong dugon","Dugong",,,-14.51356235,135.78905418,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187213",10625,"Dugong dugon","Dugong",,,-14.43026293,135.73415109,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187214",10625,"Dugong dugon","Dugong",,,-14.43026292,135.73653677,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187215",10625,"Dugong dugon","Dugong",,,-14.4302629,135.74130822,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187216",10625,"Dugong dugon","Dugong",,,-14.43026202,135.91641786,,,,1994-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187217",10625,"Dugong dugon","Dugong",,,-14.3426666557789,135.706666707993,,,,1999-05-14 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187218",10625,"Dugong dugon","Dugong",,,-14.336333334446,135.711833298206,,,,1999-05-14 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187219",10625,"Dugong dugon","Dugong",,,-14.284500002861,135.720333337784,,,,1999-05-14 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187220",10625,"Dugong dugon","Dugong",,,-14.26356304,135.83451112,,,,1994-05-05 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187221",10625,"Dugong dugon","Dugong",,,-14.24186077,136.31440175,,,,1994-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187222",10625,"Dugong dugon","Dugong",,,-14.2170000076294,136.946666653951,,,,1996-02-02 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187223",10625,"Dugong dugon","Dugong",,,-14.10686093,136.39212077,,,,1994-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187224",10625,"Dugong dugon","Dugong",,,-14.06526196,136.21491086,,,,1994-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187225",10625,"Dugong dugon","Dugong",,,-14.01686171,136.3050896,,,,1994-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
